Month,Department,Budgeted Amount,Actual Spending,Variance,Merchant,Description,Date,Feature
Apr,Sales,16419,14659,-1760,Netflix,monthly subscription,2023-08-24,Subscription
Mar,HR,15694,17647,1953,Shell,fuel purchase,2025-08-07,Fuel
Sep,Marketing,18828,16480,-2348,Apple Store,online shopping,2025-04-23,Shopping
Dec,Finance,19623,21564,1941,Netflix,movie,2027-02-18,Entertainment
May,Operations,11836,9254,-2582,Flipkart,movie subscription,2026-03-19,Entertainment
Oct,Finance,17126,14484,-2642,McDonald's,meal,2025-03-18,Food & Dining
Mar,IT,8750,7772,-978,Amazon,online_shopping,2026-10-13,Shopping
Feb,Marketing,12721,13701,980,Starbucks,coffee,2027-10-27,Food & Dining
Dec,Sales,16125,16779,654,Amazon,online_shopping,2026-02-01,Shopping
Oct,IT,5933,6302,369,Apple Store,app purchase,2027-03-15,Digital Services
Jul,Finance,9523,6980,-2543,Netflix,movie subscription,2023-08-26,Entertainment
May,IT,16786,14708,-2078,Amazon,online_shopping,2027-09-06,Shopping
Sep,Sales,8540,7380,-1160,Amazon,online shopping,2027-01-23,Shopping
Nov,Operations,19168,22138,2970,Shell,fuel purchase,2027-08-16,Fuel
Aug,Operations,6993,8995,2002,Starbucks,coffee,2023-03-12,Food & Dining
Jul,Sales,12264,11050,-1214,Starbucks,drinks,2026-06-19,Food & Dining
Aug,IT,18106,17375,-731,Apple Store,online shopping,2023-06-22,Shopping
Feb,IT,12257,10817,-1440,Shell,fuel purchase,2024-03-29,Fuel
Apr,Marketing,19657,17219,-2438,Amazon,movie subscription,2024-11-17,Entertainment
May,HR,5938,7778,1840,Starbucks,food,2026-11-13,Food & Dining
Dec,IT,9254,10680,1426,Apple Store,online shopping,2028-06-26,Shopping
Sep,Sales,17560,19997,2437,Apple Store,online shopping,2026-09-01,Shopping
Jan,Operations,17093,14428,-2665,McDonald's,food,2027-12-16,Food & Dining
Feb,Sales,15263,14840,-423,Shell,diesel,2024-09-25,Fuel
Jun,Marketing,15500,15613,113,Apple Store,app purchase,2023-10-22,Digital Services
Mar,Operations,5377,3051,-2326,Uber,travel,2026-07-15,Transportation
Aug,IT,10387,10900,513,Starbucks,food,2024-03-10,Food & Dining
Nov,HR,7792,7470,-322,Starbucks,food,2026-02-03,Food & Dining
Sep,Marketing,8947,7896,-1051,Shell,petrol,2028-11-03,Fuel
Jul,Finance,12890,11668,-1222,Apple Store,online shopping,2023-04-10,Shopping
Dec,Finance,18789,21435,2646,Starbucks,drinks,2027-02-11,Food & Dining
Feb,HR,5481,8000,2519,Uber,ride,2025-12-02,Transportation
Jun,IT,8401,8654,253,McDonald's,food,2027-09-14,Food & Dining
Aug,Finance,16272,15288,-984,Shell,diesel,2029-08-18,Fuel
Dec,Marketing,19252,19483,231,Uber,ride to work,2023-07-12,Transportation
Aug,Operations,16657,14474,-2183,Shell,fuel purchase,2026-04-20,Fuel
Apr,Operations,9437,9777,340,Flipkart,online shopping,2024-09-14,Shopping
Jul,Marketing,5599,7404,1805,Apple Store,app purchase,2025-08-26,Digital Services
Aug,HR,8765,10109,1344,Uber,ride to work,2028-02-05,Transportation
Jun,IT,6620,4940,-1680,Apple Store,online shopping,2027-06-23,Shopping
Feb,HR,11624,11352,-272,Shell,petrol,2024-03-17,Fuel
Aug,Operations,7028,9628,2600,Flipkart,online shopping,2025-07-30,Shopping
Jun,Marketing,12600,12590,-10,McDonald's,coffee purchase,2025-01-25,Food & Dining
Feb,Marketing,15360,17530,2170,Apple Store,app purchase,2024-07-12,Digital Services
Sep,Finance,11086,14071,2985,Shell,diesel,2028-12-03,Fuel
Mar,HR,12703,9950,-2753,McDonald's,coffee purchase,2026-12-29,Food & Dining
Feb,Operations,14605,14178,-427,McDonald's,coffee purchase,2026-05-18,Food & Dining
Aug,HR,16065,18154,2089,Flipkart,online shopping,2027-11-20,Shopping
Feb,Sales,16808,15679,-1129,Uber,ride to work,2028-07-14,Transportation
Dec,Finance,15237,15106,-131,Flipkart,movie subscription,2029-06-28,Entertainment
Sep,IT,8978,9327,349,Starbucks,food,2023-10-18,Food & Dining
Jun,HR,17737,15146,-2591,Amazon,online shopping,2024-02-16,Shopping
Oct,IT,9979,12067,2088,Amazon,online_shopping,2023-11-26,Shopping
Sep,Marketing,5775,5256,-519,Apple Store,app purchase,2029-09-12,Digital Services
Jun,Sales,5078,7630,2552,Starbucks,food,2027-02-22,Food & Dining
Jun,Finance,17219,15481,-1738,Shell,fuel purchase,2023-03-01,Fuel
Sep,IT,19858,20127,269,Apple Store,online shopping,2026-05-25,Shopping
Mar,Sales,15210,13092,-2118,McDonald's,coffee purchase,2028-06-08,Food & Dining
Feb,HR,14983,17827,2844,Flipkart,movie subscription,2025-12-10,Entertainment
Apr,HR,13294,12268,-1026,Starbucks,drinks,2027-11-07,Food & Dining
Oct,IT,12082,9524,-2558,Shell,fuel purchase,2029-02-22,Fuel
Apr,Operations,12470,12126,-344,Amazon,online shopping,2025-07-09,Shopping
Jun,Operations,15285,13685,-1600,Flipkart,online_shopping,2026-09-20,Shopping
Jul,Marketing,19262,21612,2350,Uber,ride to work,2025-11-12,Transportation
Oct,Marketing,18791,16156,-2635,Netflix,entertainment,2023-03-25,Entertainment
Sep,Finance,8737,7686,-1051,Amazon,online_shopping,2025-12-26,Shopping
Apr,Marketing,7561,10326,2765,Shell,diesel,2027-10-22,Fuel
Aug,Finance,8905,7507,-1398,Netflix,monthly subscription,2023-06-17,Subscription
May,Sales,6012,8109,2097,Starbucks,food,2023-08-07,Food & Dining
Mar,Marketing,16524,18197,1673,Uber,ride,2029-01-03,Transportation
Dec,Finance,10275,13126,2851,Starbucks,drinks,2027-07-20,Food & Dining
Mar,Operations,13550,13497,-53,Amazon,online_shopping,2026-04-01,Shopping
May,IT,6179,8568,2389,Starbucks,food,2026-06-21,Food & Dining
Aug,Operations,13911,11019,-2892,Starbucks,food,2024-08-31,Food & Dining
Dec,Finance,12134,10649,-1485,Shell,diesel,2029-05-08,Fuel
May,HR,18882,16720,-2162,Uber,ride to work,2023-12-10,Transportation
Feb,Sales,8473,10738,2265,Flipkart,online_shopping,2023-03-02,Shopping
Mar,HR,8473,8763,290,Amazon,online shopping,2023-08-04,Shopping
Aug,Operations,11781,13842,2061,Flipkart,online shopping,2024-04-11,Shopping
Aug,Finance,16580,15873,-707,Starbucks,drinks,2024-05-06,Food & Dining
May,Sales,8648,6527,-2121,McDonald's,meal,2027-07-08,Food & Dining
Dec,HR,8750,11493,2743,McDonald's,food,2026-09-26,Food & Dining
Dec,Sales,16782,17307,525,McDonald's,meal,2026-10-25,Food & Dining
Nov,Operations,14775,13287,-1488,Starbucks,food,2026-04-09,Food & Dining
Jun,Marketing,18468,16868,-1600,Apple Store,app purchase,2029-08-24,Digital Services
Apr,Finance,16336,18086,1750,Flipkart,movie subscription,2027-06-29,Entertainment
Feb,Operations,10920,11624,704,McDonald's,meal,2026-12-26,Food & Dining
Aug,IT,11632,14014,2382,Starbucks,coffee,2023-10-17,Food & Dining
Nov,IT,8988,7632,-1356,McDonald's,meal,2023-04-10,Food & Dining
Mar,IT,14675,15671,996,Netflix,entertainment,2024-05-21,Entertainment
Aug,Finance,14210,11508,-2702,Flipkart,online_shopping,2025-01-20,Shopping
Jul,IT,11252,12997,1745,Starbucks,coffee,2028-02-10,Food & Dining
Jun,Sales,11762,9457,-2305,Flipkart,online shopping,2025-09-03,Shopping
Nov,HR,16804,16696,-108,Uber,ride,2025-07-18,Transportation
Dec,Finance,14791,14095,-696,Shell,fuel purchase,2026-06-29,Fuel
Dec,HR,11302,10153,-1149,Flipkart,movie subscription,2023-01-31,Entertainment
Oct,Sales,9119,7994,-1125,Shell,diesel,2026-08-04,Fuel
Sep,Operations,12167,14880,2713,Shell,fuel purchase,2024-10-26,Fuel
Oct,HR,15239,15369,130,Flipkart,online shopping,2026-08-19,Shopping
May,Marketing,8437,8577,140,Shell,petrol,2025-01-28,Fuel
Oct,Operations,8013,8791,778,Apple Store,app purchase,2028-07-21,Digital Services
Jun,Sales,6725,6447,-278,McDonald's,meal,2025-03-09,Food & Dining
Oct,Operations,13845,12155,-1690,Netflix,movie subscription,2024-09-01,Entertainment
Dec,HR,8273,9165,892,Flipkart,movie subscription,2026-04-15,Entertainment
May,HR,8857,10958,2101,Flipkart,movie subscription,2024-06-17,Entertainment
Aug,Marketing,13739,13218,-521,Shell,diesel,2027-07-19,Fuel
Jan,IT,6751,5530,-1221,Flipkart,online shopping,2026-04-10,Shopping
Dec,Operations,5399,3138,-2261,Uber,ride to work,2024-06-19,Transportation
May,Marketing,6397,6938,541,Flipkart,online shopping,2024-03-07,Shopping
Jun,Sales,19004,17080,-1924,McDonald's,meal,2026-10-14,Food & Dining
Nov,Operations,9211,10202,991,Amazon,online shopping,2027-04-17,Shopping
Aug,Operations,7847,5061,-2786,Uber,ride,2028-11-16,Transportation
Mar,Sales,7633,7703,70,Shell,petrol,2023-06-27,Fuel
May,Sales,5352,6746,1394,Shell,diesel,2027-07-26,Fuel
Feb,Sales,12142,14152,2010,Uber,ride,2028-11-14,Transportation
Jan,HR,8462,5795,-2667,Flipkart,movie subscription,2023-12-30,Entertainment
Sep,Operations,12056,11487,-569,Apple Store,app purchase,2028-03-16,Digital Services
May,IT,15167,13362,-1805,Amazon,online shopping,2026-04-09,Shopping
Dec,Sales,19854,19500,-354,Shell,diesel,2029-10-10,Fuel
Mar,HR,14026,11027,-2999,McDonald's,meal,2023-07-01,Food & Dining
Dec,HR,7662,7412,-250,Shell,petrol,2024-02-16,Fuel
Oct,Sales,12847,9965,-2882,Uber,travel,2027-04-17,Transportation
Feb,Marketing,10904,11711,807,Flipkart,online_shopping,2025-10-30,Shopping
Aug,Sales,9195,7487,-1708,Uber,travel,2027-04-14,Transportation
Oct,Sales,7306,9035,1729,Amazon,online_shopping,2029-06-02,Shopping
Mar,Finance,15585,16555,970,Shell,petrol,2028-08-31,Fuel
Jun,IT,17978,15115,-2863,Starbucks,drinks,2025-10-12,Food & Dining
Sep,Sales,5060,5029,-31,Flipkart,online shopping,2028-02-24,Shopping
Nov,Finance,18494,20498,2004,Uber,travel,2023-04-18,Transportation
Oct,Operations,8850,11759,2909,Amazon,online_shopping,2025-03-12,Shopping
May,Finance,8861,7770,-1091,McDonald's,coffee purchase,2025-09-13,Food & Dining
Aug,HR,17859,20413,2554,Flipkart,online_shopping,2024-04-26,Shopping
Jul,HR,13462,11271,-2191,McDonald's,coffee purchase,2027-12-22,Food & Dining
Apr,Sales,17620,17744,124,Starbucks,food,2025-07-23,Food & Dining
Jun,HR,16526,18887,2361,McDonald's,food,2026-01-29,Food & Dining
Mar,Marketing,17877,20124,2247,Apple Store,online shopping,2028-09-21,Shopping
Dec,IT,7572,9611,2039,Shell,petrol,2024-07-15,Fuel
Oct,Finance,15179,16028,849,Apple Store,online shopping,2029-03-18,Shopping
Mar,Sales,11290,14132,2842,Shell,fuel purchase,2026-04-13,Fuel
Oct,Sales,6330,9201,2871,Shell,petrol,2029-07-01,Fuel
Aug,Operations,5508,4377,-1131,Netflix,movie subscription,2026-06-27,Entertainment
Oct,Operations,11065,10931,-134,Netflix,movie subscription,2025-10-13,Entertainment
Jul,Finance,11827,13247,1420,Apple Store,online shopping,2028-12-19,Shopping
Aug,Operations,5645,7257,1612,Uber,ride to work,2027-05-08,Transportation
Oct,IT,14098,15970,1872,Netflix,movie,2024-08-26,Entertainment
Jun,Finance,17432,16925,-507,Shell,diesel,2026-07-27,Fuel
Nov,Sales,7675,7527,-148,Netflix,monthly subscription,2026-05-27,Subscription
Apr,Marketing,5195,6854,1659,McDonald's,drinks,2023-07-07,Food & Dining
Nov,IT,18554,15716,-2838,Amazon,online shopping,2027-02-08,Shopping
Aug,Marketing,11138,9624,-1514,Apple Store,app purchase,2025-11-09,Digital Services
Feb,Operations,9785,10589,804,Shell,diesel,2026-11-05,Fuel
Jun,Operations,6726,4434,-2292,Netflix,movie subscription,2027-10-28,Entertainment
Jul,Operations,14951,14451,-500,McDonald's,meal,2028-04-26,Food & Dining
Nov,IT,5961,3341,-2620,Uber,ride to work,2028-04-16,Transportation
Jul,Sales,18869,18188,-681,McDonald's,meal,2023-04-10,Food & Dining
Mar,Marketing,15701,18308,2607,Flipkart,online shopping,2024-11-24,Shopping
Jul,Operations,6899,4193,-2706,Apple Store,app purchase,2024-12-03,Digital Services
Dec,HR,8041,6762,-1279,Starbucks,drinks,2027-06-14,Food & Dining
Oct,HR,14741,14447,-294,Starbucks,drinks,2029-10-02,Food & Dining
Jun,Sales,10153,10974,821,McDonald's,meal,2025-05-03,Food & Dining
Aug,Operations,16778,14773,-2005,Netflix,movie subscription,2028-09-21,Entertainment
Feb,Sales,8149,8192,43,Flipkart,online_shopping,2027-02-22,Shopping
Jul,HR,17220,16326,-894,Apple Store,online shopping,2029-04-17,Shopping
Jun,Marketing,17259,15271,-1988,Apple Store,app purchase,2028-11-08,Digital Services
Oct,Operations,11225,9076,-2149,Apple Store,app purchase,2026-03-20,Digital Services
Dec,Marketing,10162,12625,2463,Apple Store,app purchase,2026-05-04,Digital Services
Dec,Operations,17628,19458,1830,Apple Store,app purchase,2028-03-08,Digital Services
Sep,Sales,14795,16773,1978,Amazon,online_shopping,2028-09-29,Shopping
Jan,HR,17243,16220,-1023,Starbucks,coffee,2027-01-13,Food & Dining
Aug,Marketing,15565,17570,2005,Flipkart,online_shopping,2026-11-01,Shopping
Apr,Sales,14152,12445,-1707,Apple Store,online shopping,2027-09-02,Shopping
Jan,Operations,13466,11170,-2296,Amazon,movie subscription,2027-02-07,Entertainment
Oct,HR,7373,6305,-1068,Amazon,online_shopping,2028-05-18,Shopping
May,HR,12274,10005,-2269,Amazon,online shopping,2023-12-10,Shopping
Jan,HR,7577,9686,2109,Starbucks,food,2025-04-22,Food & Dining
Sep,Finance,10507,11665,1158,Amazon,movie subscription,2027-09-25,Entertainment
Aug,Finance,5607,5751,144,Netflix,movie subscription,2029-09-04,Entertainment
Dec,Sales,17610,16008,-1602,Flipkart,movie subscription,2026-08-24,Entertainment
Nov,Marketing,15202,17466,2264,Shell,petrol,2027-03-21,Fuel
Apr,Sales,16090,13632,-2458,Uber,travel,2023-06-07,Transportation
Jan,IT,18955,20843,1888,Uber,ride,2027-04-22,Transportation
Dec,Operations,11600,13178,1578,Starbucks,coffee,2029-05-24,Food & Dining
Jan,Operations,19837,21832,1995,Shell,petrol,2028-12-26,Fuel
Aug,Sales,8684,10741,2057,Amazon,movie subscription,2027-01-26,Entertainment
Feb,Operations,15158,16764,1606,Uber,ride to work,2024-07-23,Transportation
Mar,IT,14027,11036,-2991,Amazon,movie subscription,2029-05-06,Entertainment
Jul,HR,13947,15782,1835,Shell,diesel,2025-03-21,Fuel
Sep,Sales,10571,9327,-1244,McDonald's,food,2024-08-21,Food & Dining
Aug,HR,15748,18380,2632,Apple Store,app purchase,2024-04-23,Digital Services
Nov,IT,15805,16172,367,Starbucks,coffee,2029-08-27,Food & Dining
May,HR,11590,10889,-701,Flipkart,online_shopping,2024-04-24,Shopping
Sep,Finance,17214,17051,-163,Flipkart,online_shopping,2025-04-17,Shopping
Sep,HR,13428,14340,912,Shell,diesel,2027-08-18,Fuel
Aug,HR,10320,11337,1017,Starbucks,drinks,2024-11-27,Food & Dining
Feb,HR,15359,13160,-2199,Uber,ride to work,2027-02-03,Transportation
May,HR,8221,7500,-721,Uber,ride to work,2027-08-02,Transportation
Jun,Finance,14320,13114,-1206,Uber,travel,2024-04-15,Transportation
Mar,Sales,19324,17568,-1756,Flipkart,online shopping,2027-03-13,Shopping
Aug,Operations,12236,11028,-1208,Flipkart,movie subscription,2028-05-21,Entertainment
Oct,Sales,16517,13749,-2768,Apple Store,app purchase,2028-06-28,Digital Services
Apr,Sales,19771,19864,93,Shell,petrol,2027-09-17,Fuel
Apr,Sales,8108,9010,902,Apple Store,app purchase,2024-04-19,Digital Services
Sep,Finance,19552,18698,-854,Netflix,movie,2027-09-11,Entertainment
Apr,Finance,19586,20576,990,McDonald's,food,2027-11-17,Food & Dining
Dec,HR,18221,15493,-2728,McDonald's,drinks,2026-10-14,Food & Dining
Dec,Sales,7032,8441,1409,Apple Store,app purchase,2024-05-26,Digital Services
Oct,Operations,8114,10752,2638,Flipkart,online shopping,2026-03-02,Shopping
Nov,Operations,15383,14369,-1014,Flipkart,online shopping,2026-07-24,Shopping
Dec,Sales,11432,13508,2076,Flipkart,online_shopping,2023-10-21,Shopping
May,Finance,7063,8418,1355,Starbucks,drinks,2027-12-12,Food & Dining
May,Operations,9106,10831,1725,Starbucks,drinks,2024-12-29,Food & Dining
Apr,Operations,17556,15941,-1615,Apple Store,online shopping,2024-09-09,Shopping
Apr,Sales,5789,5669,-120,Shell,diesel,2027-02-04,Fuel
Dec,IT,12659,13491,832,Amazon,online shopping,2027-05-03,Shopping
Mar,IT,16910,15038,-1872,Uber,ride,2025-04-23,Transportation
Jun,Marketing,8453,8922,469,Netflix,movie,2029-01-27,Entertainment
Nov,Sales,17251,16721,-530,Netflix,movie subscription,2028-07-16,Entertainment
Nov,Operations,14809,14536,-273,Apple Store,online shopping,2025-07-26,Shopping
Sep,IT,5080,7370,2290,Flipkart,online shopping,2025-09-06,Shopping
Jun,HR,18062,20433,2371,Uber,ride to work,2027-11-28,Transportation
Jul,IT,10917,8247,-2670,Apple Store,app purchase,2029-05-20,Digital Services
Apr,Operations,5089,5299,210,Shell,diesel,2026-02-21,Fuel
May,IT,6227,8442,2215,Shell,diesel,2025-05-03,Fuel
Dec,Sales,16383,14882,-1501,Shell,fuel purchase,2024-09-28,Fuel
May,Operations,6163,8428,2265,Starbucks,coffee,2023-06-30,Food & Dining
Aug,Finance,5849,5467,-382,Apple Store,app purchase,2023-11-08,Digital Services
Dec,Sales,12825,12620,-205,Apple Store,online shopping,2025-07-30,Shopping
Apr,IT,5505,7017,1512,Apple Store,app purchase,2026-10-08,Digital Services
Nov,HR,5389,4276,-1113,Starbucks,food,2025-09-09,Food & Dining
Mar,HR,19578,17167,-2411,Apple Store,app purchase,2023-06-16,Digital Services
Jun,Finance,9572,8686,-886,McDonald's,coffee purchase,2028-07-22,Food & Dining
Nov,Finance,7600,5165,-2435,Shell,diesel,2024-09-29,Fuel
Oct,Operations,19637,22459,2822,Amazon,movie subscription,2026-05-22,Entertainment
Oct,HR,15249,15659,410,Amazon,online_shopping,2029-05-25,Shopping
Aug,Marketing,8043,6011,-2032,Starbucks,coffee,2026-10-08,Food & Dining
Dec,Operations,7355,7327,-28,Shell,petrol,2028-08-14,Fuel
Dec,Sales,12597,11344,-1253,Uber,travel,2026-07-01,Transportation
Oct,Finance,6947,4584,-2363,McDonald's,meal,2025-11-17,Food & Dining
Nov,Finance,8547,8541,-6,Apple Store,app purchase,2024-10-26,Digital Services
Jan,Marketing,6141,4451,-1690,Amazon,online_shopping,2029-09-19,Shopping
Feb,HR,18787,17883,-904,Flipkart,movie subscription,2027-04-20,Entertainment
Jan,IT,13672,14473,801,McDonald's,coffee purchase,2026-05-08,Food & Dining
Jan,HR,7376,7699,323,Starbucks,coffee,2023-09-28,Food & Dining
Aug,Operations,10122,8836,-1286,Flipkart,online shopping,2025-12-28,Shopping
Feb,Operations,5801,6490,689,Netflix,movie,2025-02-21,Entertainment
Jun,Marketing,6288,5780,-508,Amazon,online_shopping,2023-12-16,Shopping
Aug,Marketing,7422,5763,-1659,Uber,ride,2023-11-04,Transportation
Jun,IT,13562,11954,-1608,Apple Store,app purchase,2028-03-15,Digital Services
Feb,Sales,12637,10344,-2293,Flipkart,online_shopping,2029-10-21,Shopping
Mar,Marketing,8916,9239,323,Starbucks,coffee,2023-04-13,Food & Dining
Jan,Operations,17456,20053,2597,Netflix,movie subscription,2023-06-25,Entertainment
Jun,IT,11676,10979,-697,Amazon,movie subscription,2023-09-26,Entertainment
Oct,Sales,19129,17259,-1870,McDonald's,meal,2026-08-31,Food & Dining
Feb,Finance,18131,19881,1750,Starbucks,food,2023-11-15,Food & Dining
Mar,Sales,8788,6130,-2658,Amazon,online shopping,2023-08-28,Shopping
Apr,IT,10128,10443,315,Flipkart,online_shopping,2028-02-01,Shopping
Jul,Marketing,11362,13396,2034,Shell,petrol,2025-11-24,Fuel
Dec,IT,16457,15519,-938,McDonald's,food,2023-04-10,Food & Dining
Jul,Marketing,6246,6895,649,Shell,petrol,2027-07-09,Fuel
Mar,IT,11309,14110,2801,Shell,diesel,2023-05-30,Fuel
Mar,Marketing,7139,5094,-2045,Flipkart,movie subscription,2023-10-06,Entertainment
Oct,Finance,5825,8309,2484,Shell,petrol,2029-09-08,Fuel
Jun,Sales,17437,17951,514,Apple Store,app purchase,2027-12-04,Digital Services
Oct,Marketing,12962,13958,996,Netflix,movie,2024-12-11,Entertainment
Apr,HR,17112,15004,-2108,Shell,fuel purchase,2024-08-24,Fuel
May,Operations,6052,6504,452,McDonald's,coffee purchase,2024-07-05,Food & Dining
Feb,Sales,17432,19154,1722,Amazon,online_shopping,2027-02-18,Shopping
Jul,Finance,5472,6422,950,Netflix,movie subscription,2028-02-23,Entertainment
May,Marketing,11383,10806,-577,McDonald's,meal,2029-05-08,Food & Dining
Oct,Finance,12816,13819,1003,Flipkart,online_shopping,2025-06-02,Shopping
Mar,Finance,8285,5955,-2330,Flipkart,movie subscription,2024-08-13,Entertainment
May,HR,15846,17276,1430,McDonald's,meal,2023-02-27,Food & Dining
Nov,Operations,15386,12644,-2742,Starbucks,food,2026-12-31,Food & Dining
Oct,IT,7352,10158,2806,Starbucks,food,2028-03-20,Food & Dining
Jul,HR,16754,19123,2369,Amazon,movie subscription,2024-03-05,Entertainment
Dec,Finance,19073,21787,2714,Apple Store,online shopping,2029-08-12,Shopping
