Department,Budgeted Amount,Actual Spending,Variance,Merchant,Description,Date,Category
IT,11487,13201,1714,Apple Store,online shopping,21 October 2033,Shopping
Operations,8014,7121,-893,Amazon,online_shopping,22 October 2033,Shopping
IT,8789,10854,2065,Starbucks,coffee,23 October 2033,Food & Dining
Marketing,7795,8310,515,Amazon,online shopping,24 October 2033,Shopping
Finance,5366,5259,-107,McDonald's,food,25 October 2033,Food & Dining
Marketing,7826,10811,2985,Netflix,movie,26 October 2033,Entertainment
Sales,10708,11676,968,Starbucks,food,27 October 2033,Food & Dining
HR,6125,7873,1748,Flipkart,online shopping,28 October 2033,Shopping
IT,5481,8371,2890,Uber,ride,29 October 2033,Transportation
Operations,18012,18660,648,Amazon,movie subscription,30 October 2033,Entertainment
IT,7718,6458,-1260,Amazon,movie subscription,31 October 2033,Entertainment
Sales,9550,9958,408,Shell,fuel purchase,01 November 2033,Fuel
Sales,6927,9331,2404,Shell,fuel purchase,02 November 2033,Fuel
HR,6170,5545,-625,Uber,ride,03 November 2033,Transportation
IT,11020,9608,-1412,Netflix,monthly subscription,04 November 2033,Subscription
Operations,12487,11023,-1464,Apple Store,online shopping,05 November 2033,Shopping
Marketing,7806,5946,-1860,McDonald's,coffee purchase,06 November 2033,Food & Dining
Finance,9858,9339,-519,McDonald's,meal,07 November 2033,Food & Dining
Finance,6528,4735,-1793,Netflix,monthly subscription,08 November 2033,Subscription
HR,6104,3784,-2320,McDonald's,coffee purchase,09 November 2033,Food & Dining
Operations,12940,15314,2374,Shell,diesel,10 November 2033,Fuel
Operations,14825,12467,-2358,McDonald's,food,11 November 2033,Food & Dining
IT,16437,13897,-2540,Uber,ride to work,12 November 2033,Transportation
HR,8945,10398,1453,Amazon,online_shopping,13 November 2033,Shopping
Marketing,19902,21179,1277,Amazon,movie subscription,14 November 2033,Entertainment
Operations,11005,8469,-2536,Shell,fuel purchase,15 November 2033,Fuel
Sales,6416,6349,-67,Uber,ride to work,16 November 2033,Transportation
HR,18737,17918,-819,Shell,petrol,17 November 2033,Fuel
IT,7762,7942,180,Netflix,movie subscription,18 November 2033,Entertainment
Sales,10210,8329,-1881,Apple Store,online shopping,19 November 2033,Shopping
IT,6348,5834,-514,Starbucks,drinks,20 November 2033,Food & Dining
Finance,11085,10557,-528,Starbucks,coffee,21 November 2033,Food & Dining
Finance,8838,10564,1726,Shell,fuel purchase,22 November 2033,Fuel
Sales,16947,15820,-1127,Netflix,monthly subscription,23 November 2033,Subscription
IT,7077,6127,-950,Uber,ride,24 November 2033,Transportation
Marketing,19803,18522,-1281,Shell,fuel purchase,25 November 2033,Fuel
Marketing,14209,17041,2832,Flipkart,online shopping,26 November 2033,Shopping
Marketing,12056,12619,563,Shell,diesel,27 November 2033,Fuel
IT,14804,16603,1799,Starbucks,drinks,28 November 2033,Food & Dining
Marketing,15274,15896,622,Netflix,monthly subscription,29 November 2033,Subscription
IT,17699,18765,1066,Starbucks,food,30 November 2033,Food & Dining
IT,7210,7177,-33,McDonald's,coffee purchase,01 December 2033,Food & Dining
Operations,16806,19299,2493,Shell,petrol,02 December 2033,Fuel
HR,18647,17513,-1134,Apple Store,online shopping,03 December 2033,Shopping
HR,15849,13669,-2180,McDonald's,coffee purchase,04 December 2033,Food & Dining
Finance,19294,17144,-2150,McDonald's,meal,05 December 2033,Food & Dining
Operations,6955,9486,2531,Shell,diesel,06 December 2033,Fuel
Finance,14301,14863,562,Flipkart,online shopping,07 December 2033,Shopping
Operations,15891,14128,-1763,Amazon,movie subscription,08 December 2033,Entertainment
HR,12230,10729,-1501,Netflix,movie,09 December 2033,Entertainment
Marketing,9900,7853,-2047,Amazon,online shopping,10 December 2033,Shopping
Operations,9625,10103,478,Flipkart,movie subscription,11 December 2033,Entertainment
Finance,17122,16260,-862,Netflix,movie subscription,12 December 2033,Entertainment
Marketing,11357,12355,998,Uber,travel,13 December 2033,Transportation
Marketing,11757,11160,-597,Starbucks,food,14 December 2033,Food & Dining
Finance,12791,11569,-1222,Netflix,monthly subscription,15 December 2033,Subscription
Marketing,6291,3408,-2883,McDonald's,food,16 December 2033,Food & Dining
Marketing,17118,17170,52,Netflix,monthly subscription,17 December 2033,Subscription
Finance,15739,14200,-1539,Shell,diesel,18 December 2033,Fuel
Marketing,5224,6307,1083,Apple Store,online shopping,19 December 2033,Shopping
IT,13993,11446,-2547,Netflix,movie subscription,20 December 2033,Entertainment
HR,9999,10590,591,Starbucks,food,21 December 2033,Food & Dining
IT,15617,17064,1447,Uber,travel,22 December 2033,Transportation
Marketing,9152,7049,-2103,Uber,travel,23 December 2033,Transportation
HR,12795,15359,2564,Netflix,movie subscription,24 December 2033,Entertainment
IT,14183,12927,-1256,Netflix,movie,25 December 2033,Entertainment
Operations,16162,18993,2831,Uber,ride,26 December 2033,Transportation
HR,11883,9766,-2117,Starbucks,coffee,27 December 2033,Food & Dining
Marketing,19395,17111,-2284,Uber,ride to work,28 December 2033,Transportation
Marketing,6004,5735,-269,McDonald's,food,29 December 2033,Food & Dining
Operations,13962,11357,-2605,Flipkart,online shopping,30 December 2033,Shopping
Finance,12280,11822,-458,Amazon,online_shopping,31 December 2033,Shopping
Marketing,10172,12684,2512,McDonald's,drinks,01 January 2034,Food & Dining
Finance,13501,14040,539,Flipkart,movie subscription,02 January 2034,Entertainment
Operations,13283,14264,981,Apple Store,online shopping,03 January 2034,Shopping
Sales,9041,9066,25,Amazon,online_shopping,04 January 2034,Shopping
Finance,12915,10555,-2360,Flipkart,online_shopping,05 January 2034,Shopping
IT,6430,5949,-481,Apple Store,app purchase,06 January 2034,Digital Services
Marketing,14148,15174,1026,Shell,diesel,07 January 2034,Fuel
Finance,6601,5342,-1259,Uber,ride,08 January 2034,Transportation
Sales,19811,16964,-2847,McDonald's,food,09 January 2034,Food & Dining
HR,17242,15913,-1329,Apple Store,app purchase,10 January 2034,Digital Services
Finance,6124,6331,207,Uber,ride to work,11 January 2034,Transportation
Operations,8881,6142,-2739,Flipkart,online shopping,12 January 2034,Shopping
Marketing,17869,17999,130,Starbucks,food,13 January 2034,Food & Dining
HR,7014,9155,2141,Amazon,movie subscription,14 January 2034,Entertainment
HR,15836,15288,-548,Uber,ride to work,15 January 2034,Transportation
HR,5369,5830,461,Apple Store,app purchase,16 January 2034,Digital Services
HR,10914,10266,-648,Starbucks,drinks,17 January 2034,Food & Dining
HR,5796,7674,1878,Flipkart,movie subscription,18 January 2034,Entertainment
Finance,8197,8689,492,Amazon,movie subscription,19 January 2034,Entertainment
Marketing,5689,4476,-1213,Flipkart,online_shopping,20 January 2034,Shopping
Marketing,10548,11416,868,Starbucks,drinks,21 January 2034,Food & Dining
Sales,15312,15061,-251,Starbucks,food,22 January 2034,Food & Dining
Finance,13434,14256,822,Shell,fuel purchase,23 January 2034,Fuel
Operations,8023,9274,1251,Netflix,movie subscription,24 January 2034,Entertainment
HR,14971,14566,-405,McDonald's,meal,25 January 2034,Food & Dining
Marketing,9964,7462,-2502,McDonald's,food,26 January 2034,Food & Dining
Sales,11835,14469,2634,McDonald's,food,27 January 2034,Food & Dining
Marketing,19985,22564,2579,McDonald's,coffee purchase,28 January 2034,Food & Dining
Finance,11423,14399,2976,Starbucks,food,29 January 2034,Food & Dining
Finance,16840,14956,-1884,Netflix,movie,30 January 2034,Entertainment
Marketing,5449,5333,-116,Amazon,online_shopping,31 January 2034,Shopping
IT,7404,8532,1128,Netflix,movie subscription,01 February 2034,Entertainment
HR,11920,13527,1607,Amazon,movie subscription,02 February 2034,Entertainment
Operations,12358,14586,2228,Amazon,movie subscription,03 February 2034,Entertainment
Marketing,10082,10242,160,Shell,petrol,04 February 2034,Fuel
HR,14048,16397,2349,Netflix,monthly subscription,05 February 2034,Subscription
Finance,15955,15656,-299,Flipkart,movie subscription,06 February 2034,Entertainment
Operations,14702,14916,214,Uber,travel,07 February 2034,Transportation
Operations,12306,10687,-1619,Amazon,online_shopping,08 February 2034,Shopping
Finance,19119,19364,245,Starbucks,drinks,09 February 2034,Food & Dining
Operations,9413,8830,-583,Netflix,movie subscription,10 February 2034,Entertainment
Finance,8320,9983,1663,Flipkart,movie subscription,11 February 2034,Entertainment
Sales,12144,12625,481,Amazon,movie subscription,12 February 2034,Entertainment
HR,15624,17630,2006,Starbucks,coffee,13 February 2034,Food & Dining
IT,6114,8524,2410,Apple Store,online shopping,14 February 2034,Shopping
Sales,13684,11859,-1825,Starbucks,food,15 February 2034,Food & Dining
Marketing,14582,17455,2873,Shell,fuel purchase,16 February 2034,Fuel
HR,14091,15819,1728,Starbucks,drinks,17 February 2034,Food & Dining
Marketing,13980,15114,1134,McDonald's,coffee purchase,18 February 2034,Food & Dining
IT,10335,11085,750,Netflix,monthly subscription,19 February 2034,Subscription
Operations,12754,12659,-95,Apple Store,online shopping,20 February 2034,Shopping
HR,16838,15980,-858,Flipkart,movie subscription,21 February 2034,Entertainment
Sales,11701,12898,1197,Amazon,online_shopping,22 February 2034,Shopping
HR,6080,6035,-45,Uber,ride,23 February 2034,Transportation
IT,7970,10223,2253,Starbucks,drinks,24 February 2034,Food & Dining
IT,15553,16587,1034,Flipkart,online shopping,25 February 2034,Shopping
HR,7324,6574,-750,Uber,ride to work,26 February 2034,Transportation
IT,13236,16186,2950,Uber,travel,27 February 2034,Transportation
IT,16792,17985,1193,Starbucks,drinks,28 February 2034,Food & Dining
Marketing,10032,8349,-1683,Flipkart,online shopping,01 March 2034,Shopping
IT,9846,7132,-2714,Flipkart,online_shopping,02 March 2034,Shopping
Finance,8447,10169,1722,Apple Store,online shopping,03 March 2034,Shopping
Finance,11788,12154,366,Amazon,online shopping,04 March 2034,Shopping
HR,7469,9756,2287,Shell,petrol,05 March 2034,Fuel
Marketing,11339,10284,-1055,Apple Store,online shopping,06 March 2034,Shopping
Sales,7233,4888,-2345,Amazon,movie subscription,07 March 2034,Entertainment
Operations,6002,4628,-1374,Amazon,movie subscription,08 March 2034,Entertainment
Finance,6783,5920,-863,Shell,fuel purchase,09 March 2034,Fuel
Sales,19834,17903,-1931,Apple Store,online shopping,10 March 2034,Shopping
Finance,12629,14118,1489,Amazon,movie subscription,11 March 2034,Entertainment
Finance,6997,5009,-1988,Shell,petrol,12 March 2034,Fuel
Marketing,9156,8247,-909,Apple Store,app purchase,13 March 2034,Digital Services
Operations,10427,9264,-1163,Starbucks,food,14 March 2034,Food & Dining
HR,15815,17638,1823,Amazon,movie subscription,15 March 2034,Entertainment
Sales,19812,19091,-721,Shell,petrol,16 March 2034,Fuel
IT,13150,12340,-810,Shell,diesel,17 March 2034,Fuel
IT,8334,10756,2422,Apple Store,app purchase,18 March 2034,Digital Services
IT,12407,9757,-2650,Amazon,movie subscription,19 March 2034,Entertainment
Marketing,10916,8292,-2624,Uber,travel,20 March 2034,Transportation
Operations,14331,14762,431,Starbucks,drinks,21 March 2034,Food & Dining
Sales,19048,22018,2970,Apple Store,online shopping,22 March 2034,Shopping
HR,6344,9217,2873,Apple Store,online shopping,23 March 2034,Shopping
Marketing,13230,12304,-926,McDonald's,coffee purchase,24 March 2034,Food & Dining
Finance,13512,14999,1487,Uber,ride,25 March 2034,Transportation
Marketing,5105,7975,2870,Flipkart,online_shopping,26 March 2034,Shopping
IT,8643,10375,1732,Flipkart,online shopping,27 March 2034,Shopping
Marketing,9553,6898,-2655,Starbucks,drinks,28 March 2034,Food & Dining
Marketing,8744,10967,2223,Amazon,online shopping,29 March 2034,Shopping
IT,5833,7967,2134,McDonald's,coffee purchase,30 March 2034,Food & Dining
Sales,19037,19640,603,Shell,diesel,31 March 2034,Fuel
HR,17480,16831,-649,Uber,ride,01 April 2034,Transportation
Finance,17753,19020,1267,McDonald's,meal,02 April 2034,Food & Dining
Operations,11917,11134,-783,Flipkart,movie subscription,03 April 2034,Entertainment
Marketing,15026,15430,404,Uber,ride,04 April 2034,Transportation
IT,16634,18668,2034,Uber,ride to work,05 April 2034,Transportation
Sales,5221,6362,1141,McDonald's,food,06 April 2034,Food & Dining
Sales,15687,17572,1885,Starbucks,food,07 April 2034,Food & Dining
Operations,19798,19379,-419,Amazon,movie subscription,08 April 2034,Entertainment
IT,17408,14562,-2846,Uber,ride to work,09 April 2034,Transportation
HR,12920,12169,-751,Starbucks,food,10 April 2034,Food & Dining
Operations,12020,14877,2857,Starbucks,drinks,11 April 2034,Food & Dining
Sales,16295,14785,-1510,Uber,ride to work,12 April 2034,Transportation
Marketing,18050,16623,-1427,Flipkart,online_shopping,13 April 2034,Shopping
Operations,17003,17198,195,Flipkart,online_shopping,14 April 2034,Shopping
IT,7626,8425,799,Uber,travel,15 April 2034,Transportation
Operations,14217,13036,-1181,Uber,travel,16 April 2034,Transportation
Finance,10474,7572,-2902,Netflix,movie subscription,17 April 2034,Entertainment
Marketing,9899,9958,59,Uber,ride to work,18 April 2034,Transportation
HR,19114,17830,-1284,Apple Store,app purchase,19 April 2034,Digital Services
Marketing,6230,7687,1457,Amazon,movie subscription,20 April 2034,Entertainment
Sales,18400,20706,2306,Starbucks,drinks,21 April 2034,Food & Dining
Sales,19138,17229,-1909,Starbucks,food,22 April 2034,Food & Dining
HR,10574,8484,-2090,Starbucks,coffee,23 April 2034,Food & Dining
Finance,10468,11330,862,Starbucks,drinks,24 April 2034,Food & Dining
HR,8495,11135,2640,Flipkart,online_shopping,25 April 2034,Shopping
Sales,16207,14562,-1645,Uber,travel,26 April 2034,Transportation
Sales,7447,8007,560,Shell,fuel purchase,27 April 2034,Fuel
HR,16460,14691,-1769,Shell,fuel purchase,28 April 2034,Fuel
Finance,5666,8219,2553,Amazon,movie subscription,29 April 2034,Entertainment
Marketing,17825,15071,-2754,Amazon,online shopping,30 April 2034,Shopping
HR,19911,22400,2489,Uber,ride to work,01 May 2034,Transportation
HR,6778,8474,1696,Apple Store,online shopping,02 May 2034,Shopping
Marketing,16207,18817,2610,Netflix,movie subscription,03 May 2034,Entertainment
HR,11178,10687,-491,Starbucks,food,04 May 2034,Food & Dining
HR,8961,8321,-640,Uber,ride to work,05 May 2034,Transportation
HR,5449,5098,-351,Amazon,online shopping,06 May 2034,Shopping
HR,8316,9801,1485,Starbucks,coffee,07 May 2034,Food & Dining
Operations,10894,10076,-818,McDonald's,meal,08 May 2034,Food & Dining
Marketing,5155,2510,-2645,Netflix,movie,09 May 2034,Entertainment
Finance,10977,9523,-1454,Uber,travel,10 May 2034,Transportation
IT,18585,20502,1917,Starbucks,drinks,11 May 2034,Food & Dining
Sales,13923,14424,501,Starbucks,drinks,12 May 2034,Food & Dining
IT,15713,13575,-2138,McDonald's,coffee purchase,13 May 2034,Food & Dining
Marketing,11732,10733,-999,Apple Store,online shopping,14 May 2034,Shopping
HR,13817,13306,-511,McDonald's,drinks,15 May 2034,Food & Dining
Finance,7581,5315,-2266,Apple Store,app purchase,16 May 2034,Digital Services
Finance,12873,12905,32,Starbucks,coffee,17 May 2034,Food & Dining
HR,11311,13234,1923,Flipkart,online shopping,18 May 2034,Shopping
Sales,6260,7674,1414,Uber,ride,19 May 2034,Transportation
IT,17609,14912,-2697,McDonald's,drinks,20 May 2034,Food & Dining
Finance,10633,9995,-638,Apple Store,online shopping,21 May 2034,Shopping
Sales,5642,4249,-1393,McDonald's,meal,22 May 2034,Food & Dining
Operations,15224,17029,1805,Starbucks,drinks,23 May 2034,Food & Dining
Operations,12107,13228,1121,Shell,diesel,24 May 2034,Fuel
HR,14446,12119,-2327,Uber,ride,25 May 2034,Transportation
IT,6985,5644,-1341,Shell,diesel,26 May 2034,Fuel
IT,7713,7931,218,Starbucks,drinks,27 May 2034,Food & Dining
HR,11443,12738,1295,Starbucks,food,28 May 2034,Food & Dining
HR,14951,13206,-1745,Netflix,movie,29 May 2034,Entertainment
Finance,14697,14285,-412,Uber,ride to work,30 May 2034,Transportation
HR,10660,13013,2353,Amazon,online_shopping,31 May 2034,Shopping
Operations,9294,7464,-1830,Netflix,movie,01 June 2034,Entertainment
Operations,9673,10768,1095,Flipkart,online shopping,02 June 2034,Shopping
IT,7731,6658,-1073,Apple Store,app purchase,03 June 2034,Digital Services
HR,10462,9878,-584,Apple Store,online shopping,04 June 2034,Shopping
HR,11034,12490,1456,Shell,diesel,05 June 2034,Fuel
Sales,6480,6829,349,Uber,ride,06 June 2034,Transportation
HR,13271,13088,-183,Flipkart,online shopping,07 June 2034,Shopping
IT,6718,6816,98,Uber,travel,08 June 2034,Transportation
IT,12181,13796,1615,Uber,travel,09 June 2034,Transportation
Finance,15961,18507,2546,Flipkart,online_shopping,10 June 2034,Shopping
IT,17808,18731,923,Flipkart,movie subscription,11 June 2034,Entertainment
HR,17869,19364,1495,Netflix,movie subscription,12 June 2034,Entertainment
HR,5041,7783,2742,Amazon,online shopping,13 June 2034,Shopping
Marketing,18770,19884,1114,Starbucks,drinks,14 June 2034,Food & Dining
